id,username,created_at,lng,lat,text
1518838116357795840,skycagen,Tue Apr 26 06:23:20 +0000 2022,-111.928142,33.392883999999995,no better feeling then leaving it all on the ice. https://t.co/xuP2gf1UKV
1518838117066706944,lukemanionn,Tue Apr 26 06:23:20 +0000 2022,-117.618621,33.438735,just a few selfies i took:) https://t.co/BJWKfRBei9
1518838119243595776,janasiamarche,Tue Apr 26 06:23:20 +0000 2022,-83.1738665,32.6782075,@popitforlolo Yea don’t sit here and play like that
1518838119918817280,ArturoG09829678,Tue Apr 26 06:23:21 +0000 2022,-117.772917,34.0654505,@carolinajjp172 Honestly is see what your saying but hands down Elon musk buying Twitter is amazing I don’t care wh… https://t.co/zQjRQFzK4R
1518838120657137665,GussieMiller,Tue Apr 26 06:23:21 +0000 2022,-97.7475,30.2677,"Just posted a photo @ Austin, Texas https://t.co/NWB4LRLuD6"
1518838121353338881,mistyb415,Tue Apr 26 06:23:21 +0000 2022,-122.4675987,37.71003217,"I'm at Brotherhood Way Open Space in San Francisco, CA https://t.co/bSY52aVo3d"
1518838121529454592,ACWLive,Tue Apr 26 06:23:21 +0000 2022,-121.4947,38.577,"Check out ""ACW OMEGA"" on Eventbrite!Date: Sat, Jun 18, 6:30 PMLocation: The Vida De Oro Center… https://t.co/mqZldJjDVd"
1518838124700266497,BWall,Tue Apr 26 06:23:22 +0000 2022,-117.104989,32.810012,"@Prince_RainYay @Been_SIC @SdotCook YOU CAN EITHER BE THE BAGGAGE, OR THE LUGGAGE 💀💯"
1518838125862264834,Tahjdontcap,Tue Apr 26 06:23:22 +0000 2022,-97.1356375,32.70185,@BRlI777 good slumber to You as well💯
1518838128290631680,iwriterealgood,Tue Apr 26 06:23:23 +0000 2022,-118.4119065,34.0207895,Any mutuals in the LA area wanna meet up this Friday? Throwing a party. DM me.
1518838128898973696,lmorbetter,Tue Apr 26 06:23:23 +0000 2022,-85.9785995,35.8305215,@G88Gassi Me!🙋‍♀️I am so thankful!! 😁I had it hard enough... them taking my phone and all... no thank you! I woul… https://t.co/F15uSSvT0M
1518838130870259715,marktrruth1,Tue Apr 26 06:23:23 +0000 2022,-83.804475,27.698681999999998,"@Astrid_Tontson This lady here Astrid , captures amazing photographs.👌🔥👍"
1518838131050442752,junessuh,Tue Apr 26 06:23:23 +0000 2022,-118.4119065,34.0207895,@iichlban Happy bdayyyy
1518838132254380032,Westsidedonniep,Tue Apr 26 06:23:24 +0000 2022,-81.705467,41.495939500000006,@Polo_Capalot Nobody cares what you say when you lost it https://t.co/yhHB5ZlN5b
1518838135337148417,Gingr_n_Shaggy,Tue Apr 26 06:23:24 +0000 2022,-96.7311425,43.5410145,@juiciepeep Done
1518838140693319680,fabian_22c,Tue Apr 26 06:23:26 +0000 2022,-97.754724,30.323345500000002,"What kind of relationship you call this? Meet,Hang,Kiss etc.Figure them out,Move in, Finally get to know them."
1518838141704187904,james_hollett,Tue Apr 26 06:23:26 +0000 2022,-79.3559302,43.71380134,"Just posted a photo @ Toronto, Ontario, Canada, eh. https://t.co/hFj01DBH23"
1518838142434004992,glimmermantis,Tue Apr 26 06:23:26 +0000 2022,-87.732013,41.8335845,THIS VIDEO HAS ME FERAL https://t.co/vKGCUXa2Jn
1518838145042821121,Stephan16420960,Tue Apr 26 06:23:27 +0000 2022,-79.42086499999999,38.003375500000004,@joncoopertweets @elonmusk I'll probably delete trump.
1518838148880646145,Humbl3Gentleman,Tue Apr 26 06:23:27 +0000 2022,-80.307064,25.976124,Stroking &amp; moaning until I cum
1518838151044771841,liizzmarie,Tue Apr 26 06:23:28 +0000 2022,-118.4119065,34.0207895,Just bc it’s my first day back doesn’t mean I would go easy
1518838152710045696,LuciferousSanta,Tue Apr 26 06:23:28 +0000 2022,-97.1147705,33.2024955,@ArtAcevedo @Twitter Bump.
1518838157017448448,Spider_canyon,Tue Apr 26 06:23:29 +0000 2022,-118.4119065,34.0207895,@geargail Adjacent to this
1518838158556901377,4thQtr_Ninja,Tue Apr 26 06:23:30 +0000 2022,-82.5670075,35.5390725,I’d be down lol but yeah y’all reaching with that statement lol
1518838159924158464,samurai_antonio,Tue Apr 26 06:23:30 +0000 2022,-98.5406515,29.417501,@bigx1 @CheriJacobus You act like EV is an original idea Elon made Tesla what it is today
1518838161392078849,vegasdude83,Tue Apr 26 06:23:30 +0000 2022,-115.223125,36.232915,Trumps 10k a day fines will mean nothing if he is getting others to pay them
1518838162180694016,MyNameIsLotion,Tue Apr 26 06:23:31 +0000 2022,-79.2996725,43.880694500000004,"Work hard, play harder. https://t.co/fWU5g4468p"
1518838164080807936,sweetenerdoja,Tue Apr 26 06:23:31 +0000 2022,-73.9685415,40.780709,this is everything to me https://t.co/17kYWIb95W
1518838164542001153,LeazeLouise,Tue Apr 26 06:23:31 +0000 2022,-122.3306025,47.614817,@mathematichole_ I really am going to look into adhd. Remember last year I told you I fell asleep during my first d… https://t.co/iWTCFmsbjP
1518838168157569025,GeeseRnotreal,Tue Apr 26 06:23:32 +0000 2022,-75.312048,40.02546,Not the mice sounds in the middle of the night
1518838169424351235,dangerdansykes,Tue Apr 26 06:23:32 +0000 2022,-96.29164850000001,30.585471499999997,"My Twitter is a teenager, whaaaa"
1518838173157126144,GradolfTeresa,Tue Apr 26 06:23:33 +0000 2022,-122.791854,45.424870999999996,@POTUS @EmmanuelMacron Manuel Ron Roger's mark Roger's Rick Ball Rick weist Mike John d on david green union Daimle… https://t.co/trIbmVF1Fw
1518838173442445313,jbell9698,Tue Apr 26 06:23:33 +0000 2022,-95.5472695,30.7060885,@t_shaaee Thank ya Tia💜💜😌
1518838174964850688,quis__custodiet,Tue Apr 26 06:23:34 +0000 2022,-118.32361,34.08923,0623ZN267LA LAPD AIR SUPPORT DIVISIONSquawk: 1200N34.0892 W118.3236Altitude: 1125ftCourse: 85ºGroundspeed: 10… https://t.co/LX9VjJX0YD
1518838176827150336,PhilHedayatnia,Tue Apr 26 06:23:34 +0000 2022,-122.4359785,37.7706565,@JedBridges He’s right. This is why we do paid take-home assignments. Good designers often have portfolios years out of date.
1518838177200443394,kiingnsta,Tue Apr 26 06:23:34 +0000 2022,-118.4119065,34.0207895,Could of gone with Spider-Man 2099 instead
1518838177384992768,ashl_yleon,Tue Apr 26 06:23:34 +0000 2022,-117.96853999999999,33.769045,@elonmusk elon musk should be buying some bitches not twitter
1518838176856510464,bamf,Tue Apr 26 06:23:34 +0000 2022,-115.3053051,36.2050092,I stopped doom scrolling in 2020. This place used to be fun and too much plate sharing.Go back to 140 for the pit… https://t.co/IbfS5APKGu
1518838177246588928,mikaylee98,Tue Apr 26 06:23:34 +0000 2022,-115.223125,36.232915,How can you not love every beautiful curve on ya body?❤️‍🔥 https://t.co/6TOwmf6JNJ
1518838178983157760,mistyb415,Tue Apr 26 06:23:35 +0000 2022,-122.46876897,37.7064621,"I'm at Border of San Francisco/Daly City in Daly City, CA https://t.co/BRPCkN5Wlt"
1518838179503218688,giddywithglee,Tue Apr 26 06:23:35 +0000 2022,-77.60468399999999,41.1179365,"@Route_60plus For the love of BOB, who doesn’t know you know who! 🫣"
1518838184523616257,UniqueFreak71,Tue Apr 26 06:23:36 +0000 2022,-117.0723185,33.120359,@LoreleiMission Black  Fudge.... lol
1518838188185468929,Shangruble22,Tue Apr 26 06:23:37 +0000 2022,-86.6807375,32.576227,@ParikPatelCFA Sounds like you need a better paying job and also better place to get pizza from
1518838188474880001,DarioMatau,Tue Apr 26 06:23:37 +0000 2022,-81.33066,35.7292895,"@UKHOBRNR Nah imma give her another chance, that day was just a wild day because the only reason we went to square… https://t.co/luE9mfIPSp"
1518838191364603904,fiberyveganpoop,Tue Apr 26 06:23:38 +0000 2022,-116.97945250000001,33.784916499999994,i hate you @elonmusk. i don’t know how and i don’t know when but i know you will make this remaining enjoyable app unbearable
1518838197563834368,briellegant,Tue Apr 26 06:23:39 +0000 2022,-95.44648649999999,29.838495,BROKE PPL SHOULD NEVER LAUGH
1518838197479899137,Reyna6MCFC,Tue Apr 26 06:23:39 +0000 2022,-117.386642,34.0976985,This guys must be watching tennis at this point 🤣😂 #MCFC https://t.co/iVZJzUaPIO
1518838198633439232,DanielTorres_1,Tue Apr 26 06:23:39 +0000 2022,-89.5694915,44.900818,In bed listening to pier sounds on google is soo soothing rn! 🐉🎍😌
1518838199824490496,Patrick_ONeal,Tue Apr 26 06:23:40 +0000 2022,-118.4119065,34.0207895,@adamrank @Markgubicza @lindseyadler Thanks Adam! Much love dude!
1518838202391580672,SlickksK,Tue Apr 26 06:23:40 +0000 2022,-82.985772,39.9946835,Da biggest 🥴❤️‼️‼️
1518838201988771842,crlosalfrdo,Tue Apr 26 06:23:40 +0000 2022,-122.4359785,37.7706565,on the go https://t.co/6q9nu3E7p7
1518838202588557312,jChapu15,Tue Apr 26 06:23:40 +0000 2022,-114.14326249999999,45.4945515,Ready to sit on his face. https://t.co/FGaCDMJbZ3
1518838204941496320,Dr_Inna,Tue Apr 26 06:23:41 +0000 2022,-117.253906,33.045009,@Constip8r1 Not yet. It’s more like Twitter is leaving me. We shall see what really happens.
1518838204937474048,FearOfPieces,Tue Apr 26 06:23:41 +0000 2022,-75.117998,40.0048655,The fact that yall think we're going to have to pay to use a public forum that someone just paid Billions for is hi… https://t.co/loxUhBWzXS
1518838206623535104,aa27mx,Tue Apr 26 06:23:41 +0000 2022,-95.44648649999999,29.838495,Poetic Pain
1518838211879051264,ShaunClarkWill8,Tue Apr 26 06:23:43 +0000 2022,-76.1288105,43.052606999999995,Yoooo Up watching a 🎬 🎞 hood movie 🎬 🎞
1518838213204267008,Emer9Ld,Tue Apr 26 06:23:43 +0000 2022,-115.223125,36.232915,I’m crying - I got yo back baeeee I got yo back 🤣
1518838213330321408,KingChriis1,Tue Apr 26 06:23:43 +0000 2022,-90.1948905,29.9058255,I just know the odor in that room is unbearable 😂😂
1518838220699668481,Mar_sAttacks,Tue Apr 26 06:23:45 +0000 2022,-80.3533325,25.772288,@RealKennethD @JasonStrummer Rudy MF'n Russo!
1518838220984827904,omxr_____,Tue Apr 26 06:23:45 +0000 2022,-98.15241900000001,26.3475255,The weather app is lying to me
1518838223023349761,ScottyAtomic,Tue Apr 26 06:23:45 +0000 2022,-83.9638415,35.9824705,@devinangelx I'd love to
1518838222964641793,JamesPettengil5,Tue Apr 26 06:23:45 +0000 2022,-87.04735199999999,35.6368135,@lenarosegirl007 That video lasted 35 min lol I bet we could go for at least an hour https://t.co/qQbtgaATx4
1518838224239480833,MinamiPix,Tue Apr 26 06:23:45 +0000 2022,-118.308566,33.891035,Ketanji Brown is like Atlas
1518838224688349184,PuckedInTheHead,Tue Apr 26 06:23:46 +0000 2022,-122.958344,49.2396535,The Dallas Stars are the only #NHL team currently in a playoff position with a negative goal differential.
1518838228412895233,trrillix,Tue Apr 26 06:23:46 +0000 2022,-121.469664,38.561722,@Yutoo1900 I would but it won’t be the same experience that I had before.
1518838228605968386,flames73,Tue Apr 26 06:23:47 +0000 2022,-118.350552,33.833741,"Just posted a photo @ Torrance, California https://t.co/efQVm9OzlF"
1518838230459764736,ximenacaeli,Tue Apr 26 06:23:47 +0000 2022,-87.732013,41.8335845,Selling fees outta hand for no reason
1518838231772459009,Tinasheamonet,Tue Apr 26 06:23:47 +0000 2022,-122.349511,47.5029545,This is so adorable until it becomes annoying 😇
1518838233320157185,Spacegoat850,Tue Apr 26 06:23:48 +0000 2022,-122.306264,38.2970715,@flipnfinds @MrWizard_eth @fastfoodbirds Stacked up! 🤜 https://t.co/zY6WfQLFvI
1518838235983749120,Mooreshots1,Tue Apr 26 06:23:48 +0000 2022,-82.985772,39.9946835,@Collecter04 @OFLBravefighter @HaloCollector @Jazwares @Target I have all of the spartan collection as well! They a… https://t.co/Y6igzG4KR4
1518838237678120962,vaishnavi_1001,Tue Apr 26 06:23:49 +0000 2022,-118.4119065,34.0207895,@scribe_prashant Always replying in my head
1518838243986341889,MrALnycSFseaGay,Tue Apr 26 06:23:50 +0000 2022,-122.3306025,47.614817,I’m planning to preach at a wedding on Saturday and I’m really super excited about it
1518838245299306497,artzmaryann,Tue Apr 26 06:23:50 +0000 2022,-83.1738665,32.6782075,@bullishNFT Not exactly a glamour shot … keeping it real
1518838245181648896,WavyBoneJr,Tue Apr 26 06:23:50 +0000 2022,-79.4997615,43.617268499999994,Throw me off a bridge https://t.co/xmic6yB0T1
1518838247052529664,mistyb415,Tue Apr 26 06:23:51 +0000 2022,-122.46757292,37.71002816,"I'm at ✨The Diva's Room of Solitude✨🌟💫 in San Francisco, CA https://t.co/5RU7qJLn0M"
1518838250810474496,jonnyricola,Tue Apr 26 06:23:52 +0000 2022,-111.88024,40.688518,"@cryptokhid369 I love your Twitter portrait, I saved it."
1518838251758489601,Stephen_Agnew,Tue Apr 26 06:23:52 +0000 2022,-97.39446050000001,32.368444,"@JeffBezos Yep he is, he even praises China on podcasts about how eco-friendly they are. I kid you not. 😅"
1518838255990489088,JasonC_0,Tue Apr 26 06:23:53 +0000 2022,-77.0143985,38.898602999999994,"POV: you are Ruby and I, worrying about finals, only to hear Nick and Leva talk about jerking off dolphins"
1518838260629479424,tx_alita,Tue Apr 26 06:23:54 +0000 2022,-96.7617535,32.819858499999995,LMAOOOO nah fr
1518838263917596672,JeffHampl,Tue Apr 26 06:23:55 +0000 2022,-111.897284,33.342818,@NDLaw @RickGarnett @NDLawRLI This was a MADE-FOR-TV case based on disrespectful #DramaQueens who don't care about… https://t.co/tKsQ5YaVIE
1518838266916753409,CynthiaWalsom,Tue Apr 26 06:23:56 +0000 2022,-92.0611765,30.206079000000003,@abcnews @SimonKennedy17 lots of him
1518838267944353796,giddywithglee,Tue Apr 26 06:23:56 +0000 2022,-77.60468399999999,41.1179365,Not dead yet…
1518838268963393538,BrucePerdu,Tue Apr 26 06:23:56 +0000 2022,-111.966388,40.587165,@DonaldJTrumpJr just bought @scruffapp !?! https://t.co/dOURbqhyTo
1518838270666305536,ashhpotato,Tue Apr 26 06:23:57 +0000 2022,-118.4119065,34.0207895,@loser513 idk but I’m gonna rt this for you haha
1518838271085846528,timboehde,Tue Apr 26 06:23:57 +0000 2022,-93.6063695,41.5764375,"@MichaelDanger19 Whenever I'm writing in a hurry, my lowercase Gs turn into long Ss"
1518838275523235840,jvssrvylenex3,Tue Apr 26 06:23:58 +0000 2022,-118.0188555,33.9759175,I love being in God’s presence cause I know everything is going to be okay. 🥲
1518838275837939713,Pakoyrie1,Tue Apr 26 06:23:58 +0000 2022,-92.7019445,32.5277255,I wanna be apart of Kappa Alpha Psi so bad ‼️
1518838275921915904,chasehoganjone1,Tue Apr 26 06:23:58 +0000 2022,-92.43083899999999,35.0731115,@pizzahut Cam yall come off of them traditional wing prices a bit they are rough
1518838276181970946,DavidAlanBlowe4,Tue Apr 26 06:23:58 +0000 2022,-77.418002,39.4320365,Has Tokyo Rose Westexec Psucki blamed Wile E Coyote Putin yet for Elon Musk buying Twitter ?
1518838277062680577,Crazygirlcandie,Tue Apr 26 06:23:58 +0000 2022,-95.44648649999999,29.838495,"@Acyn Again, McCarthy needs to go infront of @January6thCmte  asap.."
1518838277800927232,CritiquetheGame,Tue Apr 26 06:23:58 +0000 2022,-73.9685415,40.780709,"@KDTreyyyyy5 @BKNetsTweets That's not true!! Those brother's needed more time together!!! And not for nothing, kyri… https://t.co/wWMqdKCGwp"
1518838279596093440,YoungsPest,Tue Apr 26 06:23:59 +0000 2022,-114.58475250000001,32.668218,"With our 21-step home sealing process, you can ALWAYS expect:➫ Effective, Pesticide-Free Control Method➫ Free Hom… https://t.co/MkgqoiUdRE"
1518838279960993798,brent_forshee,Tue Apr 26 06:23:59 +0000 2022,-85.9785995,35.8305215,@LeeUGolf @GulfSouth National championship time! Go get it.
1518838286042554369,TMcdowell83,Tue Apr 26 06:24:00 +0000 2022,-122.7654085,47.039416,"Imagine if this spot was in the Michaels vs Vader SummerSlam match...""MOVE!"""
1518838285988208640,kirrenholstein,Tue Apr 26 06:24:00 +0000 2022,-80.1386455,26.251895,forever regretting the fact i didn’t meet Virgil when i TOTALLY could have.. eternal facepalm
1518838292820545536,Zeus_WorldWide,Tue Apr 26 06:24:02 +0000 2022,-118.4119065,34.0207895,"“You are too old for that bro, you is too Martin Luther King bro. I had a dream and that was NOT it bro” 😂😂😂🤣🤣🤣🤣🤣🤣🤣… https://t.co/w8evcbXWeV"
1518838297333805058,_AlexandriaE_,Tue Apr 26 06:24:03 +0000 2022,-90.011008,29.982601,And that’s why I don’t take y’all serious😂😂
1518838301259616257,Turkeyleg_Fred,Tue Apr 26 06:24:04 +0000 2022,-91.9961035,32.5555435,always gotta separate the real from the fake… they steadily trying to infiltrate
1518838301674799104,VeldaRSmith1,Tue Apr 26 06:24:04 +0000 2022,-111.867825,33.215025,Donate to VoteVets to help make sure Republicans do not take control of the House in 2022. https://t.co/69GqEvroOq
1518838307848925184,iAmNoms_,Tue Apr 26 06:24:05 +0000 2022,-73.9487755,40.655138,Alotta y’all surviving off Nepotism &amp; White Privilege…I’m just tryna survive in general…the fact that us black men… https://t.co/XpMU9gc2ZR
1518838308704374785,dbyobama07,Tue Apr 26 06:24:06 +0000 2022,-111.681735,43.9637135,They had my wife thinking she had to listen when they encouraged her to poison me then encouraged me to forgive her… https://t.co/CDNCUKiDEn
1518838311053189120,eddie_31003,Tue Apr 26 06:24:06 +0000 2022,-119.02516299999999,35.3469015,"Check out ""Daly City Train"" by Rancid on Amazon Music. https://t.co/PF7jvBB0tN"
1518838311816683520,4thQtr_Ninja,Tue Apr 26 06:24:06 +0000 2022,-82.5670075,35.5390725,Boy that ain’t no twitter typa app lol
1518838314240909312,Crysthedoula,Tue Apr 26 06:24:07 +0000 2022,-111.73856649999999,33.295215,@GeraldBourguet I hate this
1518838315918807041,Riceshaddow,Tue Apr 26 06:24:07 +0000 2022,-95.44648649999999,29.838495,@AlanRick9 Lol I have u as a friend tho
1518838317990789121,LaimaSmith1,Tue Apr 26 06:24:08 +0000 2022,-92.342322,34.721886,@joncoopertweets @elonmusk No but hate to see trump back on it!!
1518838327394283520,IZADI,Tue Apr 26 06:24:10 +0000 2022,-118.4119065,34.0207895,@ohDotss The beat was a nice touch
1518838327591329792,KthleenGuevara,Tue Apr 26 06:24:10 +0000 2022,-118.4119065,34.0207895,"Los Angeles Dodgers Filipino Heritage Night, here comes ME. 🇵🇭☀️✨⚾️ 🍺"
1518838328191119360,Chemmylive,Tue Apr 26 06:24:10 +0000 2022,-94.5592815,39.1000485,I love it lmaooo
1518838329646583809,snorkheart,Tue Apr 26 06:24:11 +0000 2022,-118.4119065,34.0207895,@JoePompliano DICK RIDER ALERT
1518838329319604226,simothysimothy,Tue Apr 26 06:24:11 +0000 2022,-79.9135205,43.2606955,me in subway. #sandwich https://t.co/6h9x7b1WDi
1518838329323790336,BillionaireSolo,Tue Apr 26 06:24:11 +0000 2022,-87.732013,41.8335845,We here forever 🤝🏽🖤‼️‼️‼️ https://t.co/xNJ3pPBPsR
1518838333367062528,tx_alita,Tue Apr 26 06:24:11 +0000 2022,-96.7617535,32.819858499999995,I want BOFFUM
1518838334583312384,ArtistRuthFlett,Tue Apr 26 06:24:12 +0000 2022,-110.0447835,46.6798,😂 I’m still laughing at this guy
1518838336584003584,WannaBeatle,Tue Apr 26 06:24:12 +0000 2022,-117.89666199999999,34.0471795,"@KenNapzok I know you're a huge GI Joe fan - you've said it billions of times on FC. but, did you ever have this ra… https://t.co/blzj6u9Lgi"
1518838338458767360,TimRoesler,Tue Apr 26 06:24:13 +0000 2022,-100.0768885,31.1688935,@BleacherReport Lol. Whiteside fouled him but Luka’s so uncoordinated the he just flopped around like a fish.  Then… https://t.co/AMIPvT3mLm
1518838338018582529,edwinsextonwx,Tue Apr 26 06:24:13 +0000 2022,-98.319925,38.498196,@KSivachukArt Was going through old pictures and re edited it so it was out to the top of my gallery lol https://t.co/eEmpudYYN5
1518838342829457409,porngumworld,Tue Apr 26 06:24:14 +0000 2022,-71.079038,41.899533500000004,Sucking on that shit that ended it
1518838344939188225,SoulAbsence,Tue Apr 26 06:24:14 +0000 2022,-87.732013,41.8335845,@FreaKEYEnt I’m down
1518838345098485760,antgamble_,Tue Apr 26 06:24:14 +0000 2022,-81.705467,41.495939500000006,"Few years back, ain’t nun like a Cleveland block party...❤️ https://t.co/yJUyA2cZfG"
1518838348193976320,KpopPapii,Tue Apr 26 06:24:15 +0000 2022,-98.189648,26.1679045,Thunder is the best lullaby⚡️
1518838354099556354,AnfelisaSpiorad,Tue Apr 26 06:24:16 +0000 2022,-79.837322,32.847946500000006,@ProdanIonel1 Perhaps. He’ll never tell:) He has a colorful inner life in his head. Very smart. 😂
1518838355403939840,delanephobia,Tue Apr 26 06:24:17 +0000 2022,-87.732013,41.8335845,@kyotoamatsukami harsha proceeds to vaporize 40% of the earth’s surface
